label	readable
Case=Gen|Numb=Plur|Gend=Neut|Deg=Comp	Génitif Pluriel Neutre Comparatif - ADJqua,ADJord,ADJmul
Case=Dat|Numb=Plur|Gend=Neut|Deg=Comp	Datif Pluriel Neutre Comparatif - ADJqua,ADJord,ADJmul
Case=Abl|Numb=Plur|Gend=Neut|Deg=Comp	Ablatif Pluriel Neutre Comparatif - ADJqua,ADJord,ADJmul
Case=Loc|Numb=Plur|Gend=Neut|Deg=Comp	Locatif Pluriel Neutre Comparatif - ADJqua,ADJord,ADJmul
Case=Nom|Numb=Sing|Gend=Com|Deg=Sup	Nominatif Singulier Commun Superlatif - ADJqua,ADJord,ADJmul
Case=Voc|Numb=Sing|Gend=Com|Deg=Sup	Vocatif Singulier Commun Superlatif - ADJqua,ADJord,ADJmul
Case=Acc|Numb=Sing|Gend=Com|Deg=Sup	Accusatif Singulier Commun Superlatif - ADJqua,ADJord,ADJmul
Case=Gen|Numb=Sing|Gend=Com|Deg=Sup	Génitif Singulier Commun Superlatif - ADJqua,ADJord,ADJmul
Case=Dat|Numb=Sing|Gend=Com|Deg=Sup	Datif Singulier Commun Superlatif - ADJqua,ADJord,ADJmul
Case=Abl|Numb=Sing|Gend=Com|Deg=Sup	Ablatif Singulier Commun Superlatif - ADJqua,ADJord,ADJmul
Case=Loc|Numb=Sing|Gend=Com|Deg=Sup	Locatif Singulier Commun Superlatif - ADJqua,ADJord,ADJmul
Case=Nom|Numb=Plur|Gend=Com|Deg=Sup	Nominatif Pluriel Commun Superlatif - ADJqua,ADJord,ADJmul
Case=Voc|Numb=Plur|Gend=Com|Deg=Sup	Vocatif Pluriel Commun Superlatif - ADJqua,ADJord,ADJmul
Case=Acc|Numb=Plur|Gend=Com|Deg=Sup	Accusatif Pluriel Commun Superlatif - ADJqua,ADJord,ADJmul
Case=Gen|Numb=Plur|Gend=Com|Deg=Sup	Génitif Pluriel Commun Superlatif - ADJqua,ADJord,ADJmul
Case=Dat|Numb=Plur|Gend=Com|Deg=Sup	Datif Pluriel Commun Superlatif - ADJqua,ADJord,ADJmul
Case=Abl|Numb=Plur|Gend=Com|Deg=Sup	Ablatif Pluriel Commun Superlatif - ADJqua,ADJord,ADJmul
Case=Loc|Numb=Plur|Gend=Com|Deg=Sup	Locatif Pluriel Commun Superlatif - ADJqua,ADJord,ADJmul
Case=Nom|Numb=Sing|Gend=Fem|Deg=Sup	Nominatif Singulier Féminin Superlatif - ADJqua,ADJord,ADJmul
Case=Voc|Numb=Sing|Gend=Fem|Deg=Sup	Vocatif Singulier Féminin Superlatif - ADJqua,ADJord,ADJmul
Case=Acc|Numb=Sing|Gend=Fem|Deg=Sup	Accusatif Singulier Féminin Superlatif - ADJqua,ADJord,ADJmul
Case=Gen|Numb=Sing|Gend=Fem|Deg=Sup	Génitif Singulier Féminin Superlatif - ADJqua,ADJord,ADJmul
Case=Dat|Numb=Sing|Gend=Fem|Deg=Sup	Datif Singulier Féminin Superlatif - ADJqua,ADJord,ADJmul
Case=Abl|Numb=Sing|Gend=Fem|Deg=Sup	Ablatif Singulier Féminin Superlatif - ADJqua,ADJord,ADJmul
Case=Loc|Numb=Sing|Gend=Fem|Deg=Sup	Locatif Singulier Féminin Superlatif - ADJqua,ADJord,ADJmul
Case=Nom|Numb=Plur|Gend=Fem|Deg=Sup	Nominatif Pluriel Féminin Superlatif - ADJqua,ADJord,ADJmul
Case=Voc|Numb=Plur|Gend=Fem|Deg=Sup	Vocatif Pluriel Féminin Superlatif - ADJqua,ADJord,ADJmul
Case=Acc|Numb=Plur|Gend=Fem|Deg=Sup	Accusatif Pluriel Féminin Superlatif - ADJqua,ADJord,ADJmul
Case=Gen|Numb=Plur|Gend=Fem|Deg=Sup	Génitif Pluriel Féminin Superlatif - ADJqua,ADJord,ADJmul
Case=Dat|Numb=Plur|Gend=Fem|Deg=Sup	Datif Pluriel Féminin Superlatif - ADJqua,ADJord,ADJmul
Case=Abl|Numb=Plur|Gend=Fem|Deg=Sup	Ablatif Pluriel Féminin Superlatif - ADJqua,ADJord,ADJmul
Case=Loc|Numb=Plur|Gend=Fem|Deg=Sup	Locatif Pluriel Féminin Superlatif - ADJqua,ADJord,ADJmul
Case=Nom|Numb=Sing|Gend=MascFem|Deg=Sup	Nominatif Singulier Masculin Féminin Superlatif - ADJqua,ADJord,ADJmul
Case=Voc|Numb=Sing|Gend=MascFem|Deg=Sup	Vocatif Singulier Masculin Féminin Superlatif - ADJqua,ADJord,ADJmul
Case=Acc|Numb=Sing|Gend=MascFem|Deg=Sup	Accusatif Singulier Masculin Féminin Superlatif - ADJqua,ADJord,ADJmul
Case=Gen|Numb=Sing|Gend=MascFem|Deg=Sup	Génitif Singulier Masculin Féminin Superlatif - ADJqua,ADJord,ADJmul
Case=Dat|Numb=Sing|Gend=MascFem|Deg=Sup	Datif Singulier Masculin Féminin Superlatif - ADJqua,ADJord,ADJmul
Case=Abl|Numb=Sing|Gend=MascFem|Deg=Sup	Ablatif Singulier Masculin Féminin Superlatif - ADJqua,ADJord,ADJmul
Case=Loc|Numb=Sing|Gend=MascFem|Deg=Sup	Locatif Singulier Masculin Féminin Superlatif - ADJqua,ADJord,ADJmul
Case=Nom|Numb=Plur|Gend=MascFem|Deg=Sup	Nominatif Pluriel Masculin Féminin Superlatif - ADJqua,ADJord,ADJmul
Case=Voc|Numb=Plur|Gend=MascFem|Deg=Sup	Vocatif Pluriel Masculin Féminin Superlatif - ADJqua,ADJord,ADJmul
Case=Acc|Numb=Plur|Gend=MascFem|Deg=Sup	Accusatif Pluriel Masculin Féminin Superlatif - ADJqua,ADJord,ADJmul
Case=Gen|Numb=Plur|Gend=MascFem|Deg=Sup	Génitif Pluriel Masculin Féminin Superlatif - ADJqua,ADJord,ADJmul
Case=Dat|Numb=Plur|Gend=MascFem|Deg=Sup	Datif Pluriel Masculin Féminin Superlatif - ADJqua,ADJord,ADJmul
Case=Abl|Numb=Plur|Gend=MascFem|Deg=Sup	Ablatif Pluriel Masculin Féminin Superlatif - ADJqua,ADJord,ADJmul
Case=Loc|Numb=Plur|Gend=MascFem|Deg=Sup	Locatif Pluriel Masculin Féminin Superlatif - ADJqua,ADJord,ADJmul
Case=Nom|Numb=Sing|Gend=Masc|Deg=Sup	Nominatif Singulier Masculin Superlatif - ADJqua,ADJord,ADJmul
Case=Voc|Numb=Sing|Gend=Masc|Deg=Sup	Vocatif Singulier Masculin Superlatif - ADJqua,ADJord,ADJmul
Case=Acc|Numb=Sing|Gend=Masc|Deg=Sup	Accusatif Singulier Masculin Superlatif - ADJqua,ADJord,ADJmul
Case=Gen|Numb=Sing|Gend=Masc|Deg=Sup	Génitif Singulier Masculin Superlatif - ADJqua,ADJord,ADJmul
Case=Dat|Numb=Sing|Gend=Masc|Deg=Sup	Datif Singulier Masculin Superlatif - ADJqua,ADJord,ADJmul
Case=Abl|Numb=Sing|Gend=Masc|Deg=Sup	Ablatif Singulier Masculin Superlatif - ADJqua,ADJord,ADJmul
Case=Loc|Numb=Sing|Gend=Masc|Deg=Sup	Locatif Singulier Masculin Superlatif - ADJqua,ADJord,ADJmul
Case=Nom|Numb=Plur|Gend=Masc|Deg=Sup	Nominatif Pluriel Masculin Superlatif - ADJqua,ADJord,ADJmul
Case=Voc|Numb=Plur|Gend=Masc|Deg=Sup	Vocatif Pluriel Masculin Superlatif - ADJqua,ADJord,ADJmul
Case=Acc|Numb=Plur|Gend=Masc|Deg=Sup	Accusatif Pluriel Masculin Superlatif - ADJqua,ADJord,ADJmul
Case=Gen|Numb=Plur|Gend=Masc|Deg=Sup	Génitif Pluriel Masculin Superlatif - ADJqua,ADJord,ADJmul
Case=Dat|Numb=Plur|Gend=Masc|Deg=Sup	Datif Pluriel Masculin Superlatif - ADJqua,ADJord,ADJmul
Case=Abl|Numb=Plur|Gend=Masc|Deg=Sup	Ablatif Pluriel Masculin Superlatif - ADJqua,ADJord,ADJmul
Case=Loc|Numb=Plur|Gend=Masc|Deg=Sup	Locatif Pluriel Masculin Superlatif - ADJqua,ADJord,ADJmul
Case=Nom|Numb=Sing|Gend=MascNeut|Deg=Sup	Nominatif Singulier Masculin Neutre Superlatif - ADJqua,ADJord,ADJmul
Case=Voc|Numb=Sing|Gend=MascNeut|Deg=Sup	Vocatif Singulier Masculin Neutre Superlatif - ADJqua,ADJord,ADJmul
Case=Acc|Numb=Sing|Gend=MascNeut|Deg=Sup	Accusatif Singulier Masculin Neutre Superlatif - ADJqua,ADJord,ADJmul
Case=Gen|Numb=Sing|Gend=MascNeut|Deg=Sup	Génitif Singulier Masculin Neutre Superlatif - ADJqua,ADJord,ADJmul
Case=Dat|Numb=Sing|Gend=MascNeut|Deg=Sup	Datif Singulier Masculin Neutre Superlatif - ADJqua,ADJord,ADJmul
Case=Abl|Numb=Sing|Gend=MascNeut|Deg=Sup	Ablatif Singulier Masculin Neutre Superlatif - ADJqua,ADJord,ADJmul
Case=Loc|Numb=Sing|Gend=MascNeut|Deg=Sup	Locatif Singulier Masculin Neutre Superlatif - ADJqua,ADJord,ADJmul
Case=Nom|Numb=Plur|Gend=MascNeut|Deg=Sup	Nominatif Pluriel Masculin Neutre Superlatif - ADJqua,ADJord,ADJmul
Case=Voc|Numb=Plur|Gend=MascNeut|Deg=Sup	Vocatif Pluriel Masculin Neutre Superlatif - ADJqua,ADJord,ADJmul
Case=Acc|Numb=Plur|Gend=MascNeut|Deg=Sup	Accusatif Pluriel Masculin Neutre Superlatif - ADJqua,ADJord,ADJmul
Case=Gen|Numb=Plur|Gend=MascNeut|Deg=Sup	Génitif Pluriel Masculin Neutre Superlatif - ADJqua,ADJord,ADJmul
Case=Dat|Numb=Plur|Gend=MascNeut|Deg=Sup	Datif Pluriel Masculin Neutre Superlatif - ADJqua,ADJord,ADJmul
Case=Abl|Numb=Plur|Gend=MascNeut|Deg=Sup	Ablatif Pluriel Masculin Neutre Superlatif - ADJqua,ADJord,ADJmul
Case=Loc|Numb=Plur|Gend=MascNeut|Deg=Sup	Locatif Pluriel Masculin Neutre Superlatif - ADJqua,ADJord,ADJmul
Case=Nom|Numb=Sing|Gend=Neut|Deg=Sup	Nominatif Singulier Neutre Superlatif - ADJqua,ADJord,ADJmul
Case=Voc|Numb=Sing|Gend=Neut|Deg=Sup	Vocatif Singulier Neutre Superlatif - ADJqua,ADJord,ADJmul
Case=Acc|Numb=Sing|Gend=Neut|Deg=Sup	Accusatif Singulier Neutre Superlatif - ADJqua,ADJord,ADJmul
Case=Gen|Numb=Sing|Gend=Neut|Deg=Sup	Génitif Singulier Neutre Superlatif - ADJqua,ADJord,ADJmul
Case=Dat|Numb=Sing|Gend=Neut|Deg=Sup	Datif Singulier Neutre Superlatif - ADJqua,ADJord,ADJmul
Case=Abl|Numb=Sing|Gend=Neut|Deg=Sup	Ablatif Singulier Neutre Superlatif - ADJqua,ADJord,ADJmul
Case=Loc|Numb=Sing|Gend=Neut|Deg=Sup	Locatif Singulier Neutre Superlatif - ADJqua,ADJord,ADJmul
Case=Nom|Numb=Plur|Gend=Neut|Deg=Sup	Nominatif Pluriel Neutre Superlatif - ADJqua,ADJord,ADJmul
Case=Voc|Numb=Plur|Gend=Neut|Deg=Sup	Vocatif Pluriel Neutre Superlatif - ADJqua,ADJord,ADJmul
Case=Acc|Numb=Plur|Gend=Neut|Deg=Sup	Accusatif Pluriel Neutre Superlatif - ADJqua,ADJord,ADJmul
Case=Gen|Numb=Plur|Gend=Neut|Deg=Sup	Génitif Pluriel Neutre Superlatif - ADJqua,ADJord,ADJmul
Case=Dat|Numb=Plur|Gend=Neut|Deg=Sup	Datif Pluriel Neutre Superlatif - ADJqua,ADJord,ADJmul
Case=Abl|Numb=Plur|Gend=Neut|Deg=Sup	Ablatif Pluriel Neutre Superlatif - ADJqua,ADJord,ADJmul
Case=Loc|Numb=Plur|Gend=Neut|Deg=Sup	Locatif Pluriel Neutre Superlatif - ADJqua,ADJord,ADJmul
Case=Ind|Deg=Pos	Indéclinable Positif - ADJqua
Case=Ind|Deg=Comp	Indéclinable Comparatif - ADJqua
Case=Ind|Deg=Sup	Indéclinable Superlatif - ADJqua
Deg=Pos	Positif - ADJadv.ord,ADV
Deg=Comp	Comparatif - ADJadv.ord,ADV
Deg=Sup	Superlatif - ADJadv.ord,ADV
Case=Nom|Numb=Sing|Gend=Com	Nominatif Singulier Commun - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem,PROrel,PROint,PROind
Case=Voc|Numb=Sing|Gend=Com	Vocatif Singulier Commun - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem,PROrel,PROint,PROind
Case=Acc|Numb=Sing|Gend=Com	Accusatif Singulier Commun - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem,PROrel,PROint,PROind
Case=Gen|Numb=Sing|Gend=Com	Génitif Singulier Commun - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem,PROrel,PROint,PROind
Case=Dat|Numb=Sing|Gend=Com	Datif Singulier Commun - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem,PROrel,PROint,PROind
Case=Abl|Numb=Sing|Gend=Com	Ablatif Singulier Commun - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem,PROrel,PROint,PROind
Case=Loc|Numb=Sing|Gend=Com	Locatif Singulier Commun - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem
Case=Nom|Numb=Plur|Gend=Com	Nominatif Pluriel Commun - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem,PROrel,PROint,PROind
Case=Voc|Numb=Plur|Gend=Com	Vocatif Pluriel Commun - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem,PROrel,PROint,PROind
Case=Acc|Numb=Plur|Gend=Com	Accusatif Pluriel Commun - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem,PROrel,PROint,PROind
Case=Gen|Numb=Plur|Gend=Com	Génitif Pluriel Commun - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem,PROrel,PROint,PROind
Case=Dat|Numb=Plur|Gend=Com	Datif Pluriel Commun - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem,PROrel,PROint,PROind
Case=Abl|Numb=Plur|Gend=Com	Ablatif Pluriel Commun - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem,PROrel,PROint,PROind
Case=Loc|Numb=Plur|Gend=Com	Locatif Pluriel Commun - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem
Case=Nom|Numb=Sing|Gend=Fem	Nominatif Singulier Féminin - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem,PROrel,PROint,PROind
Case=Voc|Numb=Sing|Gend=Fem	Vocatif Singulier Féminin - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem,PROrel,PROint,PROind
Case=Acc|Numb=Sing|Gend=Fem	Accusatif Singulier Féminin - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem,PROrel,PROint,PROind
Case=Gen|Numb=Sing|Gend=Fem	Génitif Singulier Féminin - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem,PROrel,PROint,PROind
Case=Dat|Numb=Sing|Gend=Fem	Datif Singulier Féminin - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem,PROrel,PROint,PROind
Case=Abl|Numb=Sing|Gend=Fem	Ablatif Singulier Féminin - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem,PROrel,PROint,PROind
Case=Loc|Numb=Sing|Gend=Fem	Locatif Singulier Féminin - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem
Case=Nom|Numb=Plur|Gend=Fem	Nominatif Pluriel Féminin - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem,PROrel,PROint,PROind
Case=Voc|Numb=Plur|Gend=Fem	Vocatif Pluriel Féminin - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem,PROrel,PROint,PROind
Case=Acc|Numb=Plur|Gend=Fem	Accusatif Pluriel Féminin - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem,PROrel,PROint,PROind
Case=Gen|Numb=Plur|Gend=Fem	Génitif Pluriel Féminin - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem,PROrel,PROint,PROind
Case=Dat|Numb=Plur|Gend=Fem	Datif Pluriel Féminin - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem,PROrel,PROint,PROind
Case=Abl|Numb=Plur|Gend=Fem	Ablatif Pluriel Féminin - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem,PROrel,PROint,PROind
Case=Loc|Numb=Plur|Gend=Fem	Locatif Pluriel Féminin - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem
Case=Nom|Numb=Sing|Gend=MascFem	Nominatif Singulier Masculin Féminin - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem,PROrel,PROint,PROind
Case=Voc|Numb=Sing|Gend=MascFem	Vocatif Singulier Masculin Féminin - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem,PROrel,PROint,PROind
Case=Acc|Numb=Sing|Gend=MascFem	Accusatif Singulier Masculin Féminin - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem,PROrel,PROint,PROind
Case=Gen|Numb=Sing|Gend=MascFem	Génitif Singulier Masculin Féminin - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem,PROrel,PROint,PROind
Case=Dat|Numb=Sing|Gend=MascFem	Datif Singulier Masculin Féminin - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem,PROrel,PROint,PROind
Case=Abl|Numb=Sing|Gend=MascFem	Ablatif Singulier Masculin Féminin - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem,PROrel,PROint,PROind
Case=Loc|Numb=Sing|Gend=MascFem	Locatif Singulier Masculin Féminin - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem
Case=Nom|Numb=Plur|Gend=MascFem	Nominatif Pluriel Masculin Féminin - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem,PROrel,PROint,PROind
Case=Voc|Numb=Plur|Gend=MascFem	Vocatif Pluriel Masculin Féminin - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem,PROrel,PROint,PROind
Case=Acc|Numb=Plur|Gend=MascFem	Accusatif Pluriel Masculin Féminin - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem,PROrel,PROint,PROind
Case=Gen|Numb=Plur|Gend=MascFem	Génitif Pluriel Masculin Féminin - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem,PROrel,PROint,PROind
Case=Dat|Numb=Plur|Gend=MascFem	Datif Pluriel Masculin Féminin - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem,PROrel,PROint,PROind
Case=Abl|Numb=Plur|Gend=MascFem	Ablatif Pluriel Masculin Féminin - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem,PROrel,PROint,PROind
Case=Loc|Numb=Plur|Gend=MascFem	Locatif Pluriel Masculin Féminin - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem
Case=Nom|Numb=Sing|Gend=Masc	Nominatif Singulier Masculin - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem,PROrel,PROint,PROind
Case=Voc|Numb=Sing|Gend=Masc	Vocatif Singulier Masculin - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem,PROrel,PROint,PROind
Case=Acc|Numb=Sing|Gend=Masc	Accusatif Singulier Masculin - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem,PROrel,PROint,PROind
Case=Gen|Numb=Sing|Gend=Masc	Génitif Singulier Masculin - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem,PROrel,PROint,PROind
Case=Dat|Numb=Sing|Gend=Masc	Datif Singulier Masculin - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem,PROrel,PROint,PROind
Case=Abl|Numb=Sing|Gend=Masc	Ablatif Singulier Masculin - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem,PROrel,PROint,PROind
Case=Loc|Numb=Sing|Gend=Masc	Locatif Singulier Masculin - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem
Case=Nom|Numb=Plur|Gend=Masc	Nominatif Pluriel Masculin - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem,PROrel,PROint,PROind
Case=Voc|Numb=Plur|Gend=Masc	Vocatif Pluriel Masculin - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem,PROrel,PROint,PROind
Case=Acc|Numb=Plur|Gend=Masc	Accusatif Pluriel Masculin - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem,PROrel,PROint,PROind
Case=Gen|Numb=Plur|Gend=Masc	Génitif Pluriel Masculin - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem,PROrel,PROint,PROind
Case=Dat|Numb=Plur|Gend=Masc	Datif Pluriel Masculin - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem,PROrel,PROint,PROind
Case=Abl|Numb=Plur|Gend=Masc	Ablatif Pluriel Masculin - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem,PROrel,PROint,PROind
Case=Loc|Numb=Plur|Gend=Masc	Locatif Pluriel Masculin - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem
Case=Nom|Numb=Sing|Gend=MascNeut	Nominatif Singulier Masculin Neutre - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem,PROrel,PROint,PROind
Case=Voc|Numb=Sing|Gend=MascNeut	Vocatif Singulier Masculin Neutre - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem,PROrel,PROint,PROind
Case=Acc|Numb=Sing|Gend=MascNeut	Accusatif Singulier Masculin Neutre - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem,PROrel,PROint,PROind
Case=Gen|Numb=Sing|Gend=MascNeut	Génitif Singulier Masculin Neutre - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem,PROrel,PROint,PROind
Case=Dat|Numb=Sing|Gend=MascNeut	Datif Singulier Masculin Neutre - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem,PROrel,PROint,PROind
Case=Abl|Numb=Sing|Gend=MascNeut	Ablatif Singulier Masculin Neutre - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem,PROrel,PROint,PROind
Case=Loc|Numb=Sing|Gend=MascNeut	Locatif Singulier Masculin Neutre - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem
Case=Nom|Numb=Plur|Gend=MascNeut	Nominatif Pluriel Masculin Neutre - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem,PROrel,PROint,PROind
Case=Voc|Numb=Plur|Gend=MascNeut	Vocatif Pluriel Masculin Neutre - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem,PROrel,PROint,PROind
Case=Acc|Numb=Plur|Gend=MascNeut	Accusatif Pluriel Masculin Neutre - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem,PROrel,PROint,PROind
Case=Gen|Numb=Plur|Gend=MascNeut	Génitif Pluriel Masculin Neutre - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem,PROrel,PROint,PROind
Case=Dat|Numb=Plur|Gend=MascNeut	Datif Pluriel Masculin Neutre - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem,PROrel,PROint,PROind
Case=Abl|Numb=Plur|Gend=MascNeut	Ablatif Pluriel Masculin Neutre - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem,PROrel,PROint,PROind
Case=Loc|Numb=Plur|Gend=MascNeut	Locatif Pluriel Masculin Neutre - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem
Case=Nom|Numb=Sing|Gend=Neut	Nominatif Singulier Neutre - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem,PROrel,PROint,PROind
Case=Voc|Numb=Sing|Gend=Neut	Vocatif Singulier Neutre - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem,PROrel,PROint,PROind
Case=Acc|Numb=Sing|Gend=Neut	Accusatif Singulier Neutre - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem,PROrel,PROint,PROind
Case=Gen|Numb=Sing|Gend=Neut	Génitif Singulier Neutre - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem,PROrel,PROint,PROind
Case=Dat|Numb=Sing|Gend=Neut	Datif Singulier Neutre - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem,PROrel,PROint,PROind
Case=Abl|Numb=Sing|Gend=Neut	Ablatif Singulier Neutre - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem,PROrel,PROint,PROind
Case=Loc|Numb=Sing|Gend=Neut	Locatif Singulier Neutre - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem
Case=Nom|Numb=Plur|Gend=Neut	Nominatif Pluriel Neutre - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem,PROrel,PROint,PROind
Case=Voc|Numb=Plur|Gend=Neut	Vocatif Pluriel Neutre - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem,PROrel,PROint,PROind
Case=Acc|Numb=Plur|Gend=Neut	Accusatif Pluriel Neutre - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem,PROrel,PROint,PROind
Case=Gen|Numb=Plur|Gend=Neut	Génitif Pluriel Neutre - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem,PROrel,PROint,PROind
Case=Dat|Numb=Plur|Gend=Neut	Datif Pluriel Neutre - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem,PROrel,PROint,PROind
Case=Abl|Numb=Plur|Gend=Neut	Ablatif Pluriel Neutre - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem,PROrel,PROint,PROind
Case=Loc|Numb=Plur|Gend=Neut	Locatif Pluriel Neutre - ADJdis,ADJcar,PROpos,PROpos.ref,PROdem
Case=Nom|Numb=Sing|Gend=Com|Mood=Par|Tense=Perf|Voice=Dep	Nominatif Singulier Commun Participe Parfait Déponent - VER
Case=Voc|Numb=Sing|Gend=Com|Mood=Par|Tense=Perf|Voice=Dep	Vocatif Singulier Commun Participe Parfait Déponent - VER
Case=Acc|Numb=Sing|Gend=Com|Mood=Par|Tense=Perf|Voice=Dep	Accusatif Singulier Commun Participe Parfait Déponent - VER
Case=Gen|Numb=Sing|Gend=Com|Mood=Par|Tense=Perf|Voice=Dep	Génitif Singulier Commun Participe Parfait Déponent - VER
Case=Dat|Numb=Sing|Gend=Com|Mood=Par|Tense=Perf|Voice=Dep	Datif Singulier Commun Participe Parfait Déponent - VER
Case=Abl|Numb=Sing|Gend=Com|Mood=Par|Tense=Perf|Voice=Dep	Ablatif Singulier Commun Participe Parfait Déponent - VER
Case=Loc|Numb=Sing|Gend=Com|Mood=Par|Tense=Perf|Voice=Dep	Locatif Singulier Commun Participe Parfait Déponent - VER
Case=Nom|Numb=Plur|Gend=Com|Mood=Par|Tense=Perf|Voice=Dep	Nominatif Pluriel Commun Participe Parfait Déponent - VER
Case=Voc|Numb=Plur|Gend=Com|Mood=Par|Tense=Perf|Voice=Dep	Vocatif Pluriel Commun Participe Parfait Déponent - VER
Case=Acc|Numb=Plur|Gend=Com|Mood=Par|Tense=Perf|Voice=Dep	Accusatif Pluriel Commun Participe Parfait Déponent - VER
Case=Gen|Numb=Plur|Gend=Com|Mood=Par|Tense=Perf|Voice=Dep	Génitif Pluriel Commun Participe Parfait Déponent - VER
Case=Dat|Numb=Plur|Gend=Com|Mood=Par|Tense=Perf|Voice=Dep	Datif Pluriel Commun Participe Parfait Déponent - VER
Case=Abl|Numb=Plur|Gend=Com|Mood=Par|Tense=Perf|Voice=Dep	Ablatif Pluriel Commun Participe Parfait Déponent - VER
Case=Loc|Numb=Plur|Gend=Com|Mood=Par|Tense=Perf|Voice=Dep	Locatif Pluriel Commun Participe Parfait Déponent - VER
Case=Nom|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=Dep	Nominatif Singulier Féminin Participe Parfait Déponent - VER
